Surface_habitable_logement,Coût_total_5_usages,Coût_ECS,Coût_chauffage,Coût_éclairage,Coût_auxiliaires,Coût_refroidissement,Etiquette_DPE
38.0,726.7,166.3,497.3,13.7,49.5,0.0,D
61.0,1753.0,286.8,1447.3,18.9,0.0,0.0,F
77.5,1029.0,320.0,595.0,25.0,89.0,0.0,C
22.0,655.0,195.0,428.0,8.0,655.0,0.0,E
32.8,645.0,317.0,276.0,11.0,645.0,0.0,D
49.1,857.1,401.9,371.6,21.2,62.5,0.0,C
41.9,913.0,266.0,594.0,14.0,913.0,0.0,E
39.3,688.0,296.0,336.0,13.0,42.0,0.0,D
19.4,605.5,320.3,245.7,9.3,30.1,0.0,D
47.7,811.5,305.7,438.4,15.8,51.5,0.0,D
18.1,398.0,277.0,89.0,8.0,398.0,0.0,C
57.7,775.5,366.6,222.3,26.8,155.3,4.6,C
34.1,502.0,242.5,195.7,12.7,51.1,0.0,C
44.0,1257.2,283.0,960.3,13.9,0.0,0.0,F
17.3,418.7,278.1,104.2,7.3,29.1,0.0,C
31.5,538.3,294.8,198.1,11.5,33.9,0.0,D
48.9,661.2,346.3,226.6,17.4,70.9,0.0,C
99.0,1055.6,131.8,802.4,41.0,80.3,0.0,C
20.0,497.6,252.2,215.9,7.5,22.0,0.0,D
48.9,935.8,393.8,454.0,20.7,67.3,0.0,D
36.4,882.0,259.0,568.0,12.0,43.0,0.0,E
47.8,710.1,386.1,233.0,19.7,71.3,0.0,C
35.0,762.1,311.6,396.7,11.8,42.0,0.0,E
24.0,410.9,288.6,80.4,9.8,32.0,0.0,C
66.7,1310.4,331.4,882.8,21.0,75.2,0.0,E
48.0,1708.2,403.1,1195.8,19.0,90.3,0.0,F
34.0,541.6,196.3,288.7,12.4,44.2,0.0,C
18.9,442.0,322.0,102.0,7.0,442.0,0.0,D
206.7,3334.0,712.9,2537.2,62.5,21.4,0.0,D
77.5,1445.0,357.0,977.0,24.0,87.0,0.0,E
46.4,876.0,330.0,476.0,15.0,876.0,0.0,D
64.1,962.0,458.3,404.1,27.0,72.6,0.0,C
54.2,1387.0,283.0,1026.0,17.0,61.0,0.0,F
82.9,1035.0,373.0,539.0,27.0,1035.0,0.0,C
61.8,1007.6,347.9,568.3,20.0,71.3,0.0,D
18.4,484.7,347.3,93.5,9.6,34.3,0.0,C
12.7,362.3,196.3,151.6,5.6,8.8,0.0,C
52.4,779.0,418.0,266.0,23.0,72.0,0.0,C
42.5,843.2,291.7,537.5,14.0,0.0,0.0,E
32.1,1288.8,239.8,1038.9,10.1,0.0,0.0,G
49.9,619.6,344.7,210.2,17.5,47.1,0.0,C
22.7,570.7,249.1,313.4,8.1,0.0,0.0,E
49.3,1563.2,335.5,1072.2,19.7,135.7,0.0,E
44.6,715.0,338.0,307.0,15.0,715.0,0.0,D
55.3,1208.9,273.6,917.8,17.5,0.0,0.0,E
95.3,1761.0,375.0,1252.0,29.0,105.0,0.0,E
18.9,425.8,214.1,192.3,7.6,11.8,0.0,D
57.3,855.6,322.0,455.9,18.9,58.9,0.0,D
48.0,682.5,349.8,262.6,16.5,53.6,0.0,C
18.3,492.1,344.5,104.2,9.5,33.9,0.0,C
45.8,820.9,244.7,496.3,15.2,64.8,0.0,D
50.0,623.1,362.1,191.7,17.5,51.7,0.0,C
67.0,819.5,385.9,311.1,22.5,88.2,11.7,C
20.1,755.3,240.7,491.7,9.0,14.0,0.0,E
17.7,408.4,284.4,86.6,7.6,29.8,0.0,C
39.9,1246.1,407.5,822.4,16.2,0.0,0.0,E
25.7,428.6,113.7,268.0,12.7,34.3,0.0,C
66.3,1034.0,316.2,663.4,21.3,33.2,0.0,D
69.8,903.6,272.5,534.2,22.8,74.1,0.0,C
52.5,959.2,285.5,601.2,17.0,55.4,0.0,D
45.3,1074.0,278.0,781.0,15.0,1074.0,0.0,E
66.0,808.1,363.8,337.2,21.9,85.2,0.0,C
51.4,760.0,316.7,379.7,17.3,46.4,0.0,D
18.9,396.8,305.3,75.2,8.0,8.3,0.0,C
59.6,743.7,325.9,325.7,20.1,71.9,0.0,C
60.5,1359.9,322.3,950.5,19.0,68.0,0.0,E
72.4,847.1,369.1,368.7,23.9,85.4,0.0,C
27.0,577.7,191.2,361.9,9.7,15.0,0.0,D
95.3,1297.0,383.0,776.0,30.0,108.0,0.0,D
18.3,446.4,323.6,77.2,10.0,35.6,0.0,C
50.4,904.8,387.1,364.5,22.0,124.1,7.2,C
40.3,614.7,314.1,227.7,14.6,58.4,0.0,C
44.3,1713.0,350.0,1345.0,17.0,1713.0,0.0,F
42.9,764.8,254.2,496.2,14.4,0.0,0.0,D
46.0,662.5,347.3,252.4,15.9,46.9,0.0,C
22.3,998.6,237.4,754.0,7.2,0.0,0.0,G
51.2,1121.2,391.7,619.3,21.3,88.9,0.0,D
88.1,2643.1,506.8,1909.6,40.9,180.4,5.4,E
38.5,624.9,190.3,400.4,15.7,18.5,0.0,D
66.6,1191.7,318.2,783.6,21.2,68.8,0.0,D
37.0,777.0,283.0,441.0,12.0,40.0,0.0,E
29.4,1736.9,229.3,1498.4,9.1,0.0,0.0,G
94.6,2741.7,426.0,2103.3,36.3,176.1,0.0,E
29.0,817.5,323.6,481.2,12.7,0.0,0.0,E
67.0,1943.5,311.0,1611.9,20.6,0.0,0.0,F
67.0,1000.3,359.1,512.9,21.9,106.4,0.0,D
19.3,661.1,191.7,447.2,6.7,15.5,0.0,F
30.2,751.0,353.0,341.0,13.0,44.0,0.0,D
49.7,1250.5,357.7,786.8,20.1,85.9,0.0,E
125.0,2226.9,410.1,1642.1,38.2,136.6,0.0,D
48.5,1132.0,403.0,650.0,20.0,59.0,0.0,D
60.1,1242.7,292.5,931.2,19.0,0.0,0.0,E
43.8,719.2,430.5,223.7,20.2,44.8,0.0,C
57.9,734.6,355.3,245.7,26.0,107.5,0.0,C
49.6,898.0,305.0,524.0,16.0,898.0,0.0,D
47.3,802.0,278.6,452.3,16.0,55.2,0.0,D
19.2,538.0,344.5,147.2,9.9,36.4,0.0,C
68.2,1312.0,301.0,913.0,21.0,77.0,0.0,E
36.6,1002.3,255.5,696.5,11.8,38.4,0.0,F
26.3,807.8,219.7,548.7,8.7,27.9,2.7,F
53.5,1410.7,268.4,1125.6,16.8,0.0,0.0,F
17.8,457.1,364.8,61.3,9.8,21.2,0.0,C
15.3,319.2,284.1,16.0,7.5,11.7,0.0,C
108.1,2529.2,503.0,1807.0,41.6,177.7,0.0,E
50.0,825.7,316.0,413.4,16.9,79.5,0.0,D
39.5,526.7,323.3,156.1,14.8,32.5,0.0,C
42.0,641.5,307.0,280.5,14.6,39.3,0.0,D
37.3,1409.7,226.2,1171.8,11.7,0.0,0.0,G
94.7,2456.8,428.3,1884.5,36.5,107.5,0.0,E
14.0,464.0,244.2,195.1,5.4,19.3,0.0,E
17.7,511.9,249.7,225.7,6.7,29.8,0.0,E
55.3,1314.5,285.3,1011.8,17.4,0.0,0.0,E
80.4,1406.2,360.8,981.0,25.2,39.2,0.0,D
61.5,1618.6,275.5,1318.8,24.4,0.0,0.0,E
37.1,734.0,269.0,411.6,12.6,40.8,0.0,D
68.7,853.7,260.2,490.0,22.6,80.8,0.0,C
18.8,395.4,295.6,59.8,8.3,31.6,0.0,C
51.4,755.3,349.2,337.9,17.3,51.0,0.0,D
48.5,819.0,307.0,438.0,16.0,819.0,0.0,D
17.4,396.1,226.6,136.1,7.3,26.1,0.0,C
51.8,1118.3,304.0,706.8,16.7,90.9,0.0,E
21.4,465.8,263.6,167.1,8.2,26.8,0.0,D
18.1,384.8,259.8,107.4,7.7,9.9,0.0,C
48.3,631.6,328.6,246.6,17.2,39.2,0.0,C
20.0,747.2,212.1,517.9,6.7,10.5,0.0,F
45.6,971.5,359.4,524.2,19.2,68.6,0.0,D
45.7,637.9,320.5,267.7,16.1,33.6,0.0,C
69.0,788.6,369.3,328.4,23.0,67.9,0.0,C
37.7,525.8,312.6,154.4,13.8,45.0,0.0,C
53.3,617.0,350.0,198.0,19.0,50.0,0.0,C
56.0,1618.0,298.3,1245.8,17.4,56.5,0.0,F
45.8,948.1,301.1,573.3,15.0,58.6,0.0,E
45.7,1342.4,302.8,963.9,14.4,61.3,0.0,F
68.8,1040.0,308.0,667.0,22.0,1040.0,11.0,D
48.0,1115.1,296.3,748.1,15.4,55.3,0.0,E
17.7,634.7,270.8,355.6,8.3,0.0,0.0,E
37.4,557.6,332.6,171.3,13.8,39.9,0.0,C
49.0,745.9,345.8,334.8,16.5,48.7,0.0,D
54.2,1208.0,286.0,844.0,17.0,61.0,0.0,E
18.0,370.5,266.0,86.5,7.9,10.1,0.0,C
50.7,817.1,328.8,416.9,16.8,54.6,0.0,D
28.0,1098.2,234.0,855.2,9.0,0.0,0.0,G
97.4,1717.0,338.9,1347.9,30.2,0.0,0.0,D
26.1,463.0,271.4,133.4,10.1,48.1,0.0,C
104.5,1561.7,391.3,936.1,32.8,201.5,0.0,D
41.0,1167.9,249.9,905.0,13.1,0.0,0.0,F
19.4,405.1,277.7,93.3,8.0,26.1,0.0,C
17.4,393.2,227.6,132.0,7.3,26.2,0.0,C
49.7,887.5,293.2,498.8,16.5,78.9,0.0,D
28.8,834.3,246.4,527.7,9.6,50.6,0.0,F
18.3,402.0,276.0,92.0,8.0,27.0,0.0,C
37.6,1478.6,282.0,1184.9,11.8,0.0,0.0,G
36.5,729.5,292.6,395.0,16.4,25.5,0.0,D
17.7,402.4,287.5,77.4,7.7,29.8,0.0,C
64.2,1379.0,338.0,949.0,20.0,72.0,0.0,E
,43235.3,13536.8,24092.9,1030.4,4555.8,19.3,D
44.6,1633.1,251.0,1368.3,13.9,0.0,0.0,G
58.4,659.8,257.5,320.8,26.7,54.8,0.0,C
54.3,1138.7,285.1,809.5,17.3,26.8,0.0,E
53.8,976.7,322.9,585.0,17.4,51.3,0.0,D
36.3,664.9,263.8,369.1,12.5,19.5,0.0,D
142.3,2197.3,463.7,1686.2,47.4,0.0,0.0,D
28.2,633.4,364.2,237.9,13.2,18.1,0.0,D
99.6,1796.5,397.6,1368.2,30.7,0.0,0.0,D
69.2,1260.7,350.0,830.0,21.9,58.8,0.0,D
67.2,826.6,348.8,383.2,22.3,72.4,0.0,C
68.7,666.0,168.0,403.0,26.0,69.0,0.0,C
22.6,722.0,319.2,345.0,10.4,47.4,0.0,E
18.0,413.2,270.6,111.3,7.4,23.9,0.0,C
108.1,2734.7,451.1,2041.0,41.4,201.1,0.0,E
68.3,986.1,342.2,587.5,22.1,34.3,0.0,D
36.6,820.2,262.3,529.2,12.1,16.6,0.0,E
83.2,1219.6,368.3,739.2,26.4,85.7,0.0,D
26.6,701.7,268.7,372.4,9.2,51.3,0.0,E
35.1,686.5,285.9,369.8,12.1,18.7,0.0,D
32.9,1275.4,303.3,945.6,10.4,16.1,0.0,G
33.0,561.2,299.8,217.5,11.9,32.0,0.0,D
116.0,1966.6,458.2,1377.0,35.6,95.8,0.0,D
80.0,835.3,370.1,312.5,26.4,122.3,4.0,C
38.9,754.2,289.3,416.6,13.1,35.2,0.0,D
38.1,698.3,305.6,308.6,13.0,71.1,0.0,D
80.0,1286.2,348.3,720.0,26.4,165.7,25.8,D
53.7,832.9,297.3,460.0,17.8,57.7,0.0,D
20.5,476.5,298.0,170.7,7.8,0.0,0.0,D
37.8,528.0,327.0,144.0,14.0,43.0,0.0,C
47.5,762.0,291.0,397.0,16.0,762.0,0.0,D
37.2,656.8,302.1,269.7,13.3,71.7,0.0,D
103.0,1637.2,485.5,953.8,40.7,153.3,3.8,C
61.3,2272.4,255.3,1998.4,18.7,0.0,0.0,G
50.0,1999.5,263.7,1720.4,15.4,0.0,0.0,G
59.0,805.9,343.2,347.8,19.6,95.2,0.0,C
30.8,748.3,274.7,411.2,10.5,51.8,0.0,E
16.6,434.9,259.3,158.7,6.6,10.2,0.0,D
94.7,2687.1,426.4,2069.2,36.3,155.1,0.0,E
58.0,1295.9,306.7,904.1,18.4,66.8,0.0,E
45.0,1102.3,288.5,752.7,14.4,46.8,0.0,E
45.6,1070.8,374.4,653.4,18.8,24.2,0.0,D
42.3,1075.6,266.5,795.6,13.6,0.0,0.0,F
51.8,1004.6,303.3,630.2,16.7,54.4,0.0,E
30.0,636.8,278.3,317.1,10.5,30.9,0.0,D
18.0,531.4,384.0,138.3,9.0,0.0,0.0,D
45.1,1281.4,298.5,917.7,14.2,50.9,0.0,F
98.7,1554.0,442.0,985.0,31.0,96.0,0.0,D
70.6,818.0,346.0,373.0,23.0,76.0,0.0,C
30.5,683.0,195.0,461.0,10.0,16.0,0.0,E
20.1,568.2,303.9,239.2,9.8,15.3,0.0,D
74.0,995.1,369.3,522.1,23.9,77.7,2.1,C
67.3,773.9,385.8,299.0,22.6,66.5,0.0,C
53.1,993.5,243.8,722.4,17.2,0.0,10.1,D
32.2,585.9,374.0,167.7,15.8,28.4,0.0,C
34.6,584.9,251.0,277.5,12.3,44.1,0.0,D
20.9,1316.0,210.0,1078.0,7.0,1316.0,0.0,G
53.0,1252.6,283.6,952.2,16.8,0.0,0.0,E
32.2,820.2,252.2,557.3,10.7,0.0,0.0,E
48.0,765.0,292.4,398.9,16.1,57.6,0.0,D
38.0,1117.6,290.2,771.5,12.2,43.8,0.0,F
91.5,1087.0,430.0,532.0,38.0,59.0,28.0,C
87.6,1005.3,535.3,301.2,30.1,122.8,16.0,C
43.6,821.1,278.5,528.1,14.5,0.0,0.0,D
56.3,1190.9,245.8,863.3,17.9,63.9,0.0,E
68.3,1034.9,359.6,538.1,22.3,114.9,0.0,D
12.4,546.1,318.4,221.6,6.2,0.0,0.0,E
38.1,1461.5,227.1,1164.7,11.9,57.8,0.0,G
17.5,464.6,261.8,166.4,7.0,29.5,0.0,D
17.4,421.8,277.2,108.0,7.3,29.3,0.0,C
48.0,1407.1,334.0,1000.0,15.1,58.0,0.0,F
17.6,430.7,274.2,119.6,7.3,29.6,0.0,D
41.0,385.6,170.8,125.0,22.1,67.7,0.0,C
84.0,989.9,196.4,600.4,45.3,147.8,0.0,C
56.7,550.9,298.1,156.4,30.6,65.8,0.0,C
54.0,1049.3,131.4,835.7,29.1,53.0,0.0,D
56.5,1030.6,355.7,625.3,24.3,25.2,0.0,E
44.4,921.2,343.8,549.6,19.4,8.4,0.0,D
54.7,1426.1,467.3,895.9,28.3,34.5,0.0,E
88.9,1152.8,225.8,715.7,47.9,140.0,23.3,C
75.9,1063.2,167.3,652.0,40.9,202.9,0.0,D
46.0,674.1,278.4,263.9,24.8,106.9,0.0,D
58.7,1123.7,107.3,922.7,31.7,62.0,0.0,E
88.9,1263.0,281.6,652.0,57.4,266.6,5.3,C
74.0,937.5,206.0,563.2,39.9,128.4,0.0,C
66.0,963.0,312.9,435.4,35.6,179.0,0.0,D
73.5,701.3,401.0,177.5,39.6,83.1,0.0,C
68.7,765.5,226.0,386.7,37.1,115.7,0.0,C
24.0,519.0,270.0,100.0,16.0,133.0,0.0,C
67.0,1150.8,227.9,820.7,26.2,59.8,16.3,D
57.0,1416.3,233.4,1111.4,36.8,34.7,0.0,E
70.1,1013.0,212.0,605.0,38.0,1013.0,7.0,C
63.4,1047.1,288.8,736.4,20.8,1.0,0.0,D
111.0,1844.3,721.5,1030.1,59.9,32.8,0.0,E
62.7,560.6,192.5,264.6,33.8,69.7,0.0,C
51.0,349.5,96.7,118.0,27.5,107.2,0.0,C
47.1,678.0,210.0,327.0,25.0,678.0,0.0,C
72.7,1394.4,452.7,649.4,46.9,245.5,0.0,D
102.0,1644.4,249.0,1137.9,65.9,191.7,0.0,C
66.6,930.1,201.1,547.9,35.9,145.1,0.0,C
78.2,1693.8,329.0,1088.0,42.2,234.6,0.0,E
29.7,972.4,307.3,640.3,14.1,10.8,0.0,E
55.8,1791.8,143.9,1560.6,30.1,57.1,0.0,F
33.2,391.4,110.2,151.4,21.4,108.5,0.0,C
65.5,1046.3,165.9,719.4,35.3,125.7,0.0,D
62.0,661.2,127.1,377.9,33.5,122.7,0.0,C
198.0,4012.4,188.2,3464.2,88.4,271.7,0.0,E
60.1,633.0,220.1,291.4,32.4,89.0,0.0,C
120.0,1183.9,216.3,661.1,61.1,245.4,0.0,C
79.0,1061.1,184.4,667.1,42.6,167.0,0.0,C
81.0,749.7,210.9,385.2,43.7,109.9,0.0,C
78.6,996.9,187.6,663.1,42.4,103.8,0.0,C
88.2,1192.5,204.7,687.7,47.6,252.6,0.0,C
43.3,705.4,174.0,418.0,23.4,90.0,0.0,C
39.0,1010.8,333.9,590.1,21.0,65.8,0.0,E
79.7,665.0,223.0,297.0,43.0,102.0,0.0,C
22.7,336.0,196.0,51.0,15.0,74.0,0.0,C
44.0,1086.2,462.4,507.4,23.0,93.4,0.0,D
67.5,707.3,236.5,328.4,36.4,105.9,0.0,C
54.1,698.2,217.1,356.5,29.2,95.5,0.0,C
61.1,368.0,148.8,135.0,32.9,51.3,0.0,C
51.0,815.3,206.4,447.7,27.5,133.8,0.0,C
88.2,1844.1,168.1,1459.8,40.2,176.0,0.0,E
23.6,445.6,75.6,329.9,12.8,27.3,0.0,E
80.0,1920.5,521.8,1358.1,32.4,8.2,0.0,D
82.1,1398.4,441.8,898.6,31.3,26.6,0.0,D
74.9,1068.2,418.6,532.0,27.8,89.9,0.0,C
69.3,2029.7,149.7,1784.1,37.4,58.6,0.0,F
93.9,1220.2,184.2,818.1,50.7,167.2,0.0,C
119.0,1329.2,496.7,683.5,55.5,93.4,0.0,D
45.1,908.0,223.0,614.0,24.0,908.0,0.0,D
102.0,2472.2,436.2,1928.8,37.1,70.0,0.0,E
30.2,1436.4,284.1,1130.8,11.5,10.1,0.0,G
32.8,883.1,142.2,610.4,17.7,112.9,0.0,E
69.3,866.6,217.2,463.5,37.4,148.6,0.0,C
47.0,457.0,261.0,125.0,25.0,457.0,0.0,D
59.1,454.2,171.0,183.4,38.2,61.6,0.0,C
69.0,1611.9,155.2,1364.9,37.2,54.6,0.0,E
96.0,873.5,228.4,467.6,51.8,125.7,0.0,C
70.0,1078.8,180.8,675.6,37.8,184.6,0.0,D
62.0,481.2,147.4,230.5,33.5,69.8,0.0,C
94.0,1190.7,185.9,769.2,50.7,184.9,0.0,D
160.0,1830.6,192.9,1234.2,66.4,308.7,28.4,C
73.1,3181.4,446.8,2501.7,34.4,198.5,0.0,F
64.9,784.2,212.1,407.7,41.9,122.5,0.0,C
115.0,1421.0,188.0,931.0,59.0,1421.0,13.0,C
63.0,566.5,195.3,246.3,34.0,90.8,0.0,C
62.6,609.5,209.8,247.6,40.4,111.7,0.0,C
65.2,626.4,180.0,318.4,35.2,92.9,0.0,C
40.9,647.9,86.0,463.7,22.0,72.0,4.1,D
28.4,174.8,73.3,38.8,15.3,47.4,0.0,C
78.2,907.2,217.9,503.1,42.2,144.0,0.0,C
66.0,869.3,171.5,631.5,35.6,30.7,0.0,D
82.0,946.7,199.1,558.5,44.2,144.9,0.0,C
74.0,937.5,206.0,563.2,39.9,128.4,0.0,C
67.0,1405.3,384.7,963.7,27.5,29.4,0.0,E
85.6,917.4,189.0,601.8,46.2,49.3,31.0,C
81.3,1046.8,160.2,768.1,39.4,79.1,0.0,C
38.7,824.2,177.6,488.7,20.9,137.1,0.0,D
60.3,1856.2,438.7,1336.3,30.5,50.7,0.0,E
94.2,1227.8,184.1,824.7,50.8,168.2,0.0,C
93.3,2718.2,326.7,2281.2,40.9,69.3,0.0,F
204.0,4557.0,274.8,3987.6,108.0,186.6,0.0,E
64.1,564.4,191.5,246.5,34.6,91.8,0.0,C
94.4,1436.6,167.5,1164.3,50.9,53.9,0.0,D
51.9,1088.0,236.0,811.0,34.0,7.0,0.0,D
69.1,357.6,124.2,141.8,37.2,54.3,0.0,C
136.7,1723.6,234.1,1233.7,46.4,186.5,23.0,C
79.7,1777.3,396.7,1339.2,31.6,9.8,0.0,E
59.0,664.4,190.8,354.9,31.8,87.0,0.0,D
47.2,1115.5,164.0,875.3,25.4,50.8,0.0,E
34.0,1168.9,314.5,827.3,15.8,11.4,0.0,F
50.1,430.0,119.0,151.0,27.0,133.0,0.0,B
52.6,1359.4,374.8,931.5,22.0,31.1,0.0,F
49.7,356.0,142.0,107.0,27.0,80.0,0.0,C
34.5,855.8,148.2,640.0,18.6,48.9,0.0,E
41.9,496.8,154.9,237.0,22.6,82.4,0.0,C
52.6,902.4,138.0,685.0,28.4,51.1,0.0,D
61.1,2150.9,471.0,1595.4,31.4,53.1,0.0,F
45.1,646.0,168.0,374.0,24.0,646.0,0.0,C
28.3,692.6,194.5,401.8,18.2,78.1,0.0,E
41.9,704.1,156.6,487.2,22.6,37.7,0.0,E
250.0,4982.4,189.3,4531.0,134.9,127.1,0.0,E
70.0,828.3,214.0,463.6,37.8,112.9,0.0,C
92.6,1208.6,332.1,775.6,30.8,60.9,9.2,C
55.0,527.3,118.8,352.0,29.7,26.8,0.0,D
24.1,304.4,106.5,129.7,15.6,52.7,0.0,C
56.5,729.1,317.2,315.3,36.5,60.2,0.0,C
63.8,1940.1,358.1,1493.1,25.0,63.9,0.0,F
61.7,2468.1,163.9,2157.9,39.8,106.5,0.0,F
62.0,1013.4,114.3,840.1,33.4,25.5,0.0,E
47.0,232.7,99.9,63.1,25.3,44.4,0.0,C
35.6,208.2,84.3,63.6,19.2,41.1,0.0,C
118.1,1541.7,411.8,864.5,37.5,227.8,0.0,D
54.1,1118.8,222.6,678.6,34.9,182.7,0.0,D
26.0,212.8,73.2,62.0,14.0,63.6,0.0,C
59.0,1233.0,451.0,616.0,32.0,134.0,0.0,D
86.0,1024.0,287.0,475.0,56.0,206.0,0.0,C
44.3,310.8,103.1,68.3,28.6,110.8,0.0,B
93.3,2643.4,327.6,2207.5,41.0,67.4,0.0,F
57.9,296.5,118.3,97.8,31.3,49.1,0.0,C
236.0,3688.3,210.3,3110.8,103.9,263.2,0.0,D
34.2,343.7,217.9,56.5,18.4,51.0,0.0,C
36.9,657.2,124.2,485.6,19.9,27.5,0.0,E
95.7,1134.0,191.5,818.5,41.9,71.6,10.5,C
64.0,647.5,195.2,325.8,34.5,92.1,0.0,C
57.2,449.0,168.9,200.1,30.9,49.2,0.0,C
41.3,453.5,153.9,195.8,22.3,81.6,0.0,C
61.7,405.0,162.0,117.0,33.0,405.0,0.0,C
74.9,1961.1,357.6,1571.0,24.4,8.2,0.0,E
68.7,753.6,228.3,374.4,37.1,113.9,0.0,C
49.4,832.3,191.3,524.3,26.6,90.0,0.0,D
56.9,1348.7,208.6,865.7,36.7,237.7,0.0,D
45.9,779.2,150.3,470.2,24.8,134.0,0.0,D
38.7,574.9,150.0,329.8,20.9,74.3,0.0,C
77.9,2157.4,679.2,1268.5,41.4,100.1,68.3,E
46.0,904.0,177.0,580.0,25.0,122.0,0.0,D
43.0,442.2,174.8,174.2,23.2,69.9,0.0,C
44.0,668.1,201.5,358.3,23.7,84.5,0.0,C
42.5,357.3,126.1,151.3,22.9,56.9,0.0,C
70.0,1186.8,361.9,787.4,29.2,8.3,0.0,D
56.9,1495.3,149.5,1260.8,30.7,54.4,0.0,F
51.0,705.9,203.9,367.7,27.5,106.8,0.0,C
39.0,1068.3,378.5,582.1,25.2,82.5,0.0,E
54.0,1027.2,390.1,536.4,22.1,78.6,0.0,D
85.0,1151.0,195.0,725.0,46.0,185.0,0.0,C
69.7,1138.6,238.8,833.5,37.6,28.6,0.0,E
70.5,1008.6,193.3,597.4,38.0,179.8,0.0,C
36.5,339.6,225.2,43.7,19.7,51.0,0.0,C
74.0,937.5,206.0,563.2,39.9,128.4,0.0,C
39.7,587.6,257.6,212.8,21.4,95.8,0.0,D
58.2,285.2,98.8,105.8,31.4,49.1,0.0,C
76.0,1128.0,442.0,477.0,41.0,168.0,0.0,D
39.8,281.5,123.8,80.0,25.7,52.0,0.0,C
39.9,623.9,339.2,238.3,17.9,28.4,0.0,D
152.6,3148.7,141.1,2692.7,75.7,239.2,0.0,E
43.0,454.3,106.1,221.6,23.2,103.5,0.0,C
55.7,558.6,101.4,374.5,30.1,52.7,0.0,D
55.0,410.2,114.3,159.9,29.6,93.8,12.6,C
54.1,616.5,221.3,279.6,29.2,86.5,0.0,C
80.0,2148.1,460.1,1556.7,24.8,106.5,0.0,F
45.0,572.3,159.6,303.2,24.3,85.3,0.0,C
72.0,1049.4,235.0,612.8,46.5,155.1,0.0,C
62.5,724.5,198.3,401.1,33.7,91.4,0.0,C
68.1,801.4,198.1,443.9,36.7,122.7,0.0,C
90.0,2418.0,482.5,1719.8,36.0,179.7,0.0,E
62.1,599.0,209.3,241.8,40.1,107.9,0.0,C
68.0,823.3,202.7,421.2,36.7,162.6,0.0,C
52.0,1156.0,460.0,548.0,28.0,120.0,0.0,E
73.2,1241.3,262.8,714.1,47.3,212.0,5.1,C
69.0,1037.5,246.4,541.2,44.6,205.4,0.0,C
117.0,1512.4,237.5,1172.5,63.1,39.4,0.0,D
38.3,385.2,234.3,75.7,20.7,54.5,0.0,C
38.5,1135.3,332.8,774.9,17.2,10.4,0.0,E
,31882.0,5308.0,25100.0,800.0,675.0,0.0,E
32.1,207.2,71.8,70.1,17.3,47.9,0.0,C
68.0,1261.5,228.9,966.2,36.7,29.7,0.0,E
30.4,533.3,166.5,244.8,16.4,105.6,0.0,C
50.3,1568.2,325.4,1146.9,20.4,75.5,0.0,F
66.0,747.1,323.2,234.6,35.6,153.7,0.0,D
68.3,728.8,119.9,543.4,36.9,28.7,0.0,D
53.1,1027.9,178.1,771.6,28.6,49.6,0.0,D
32.0,679.2,134.5,456.8,17.3,70.6,0.0,D
50.3,811.8,168.4,525.2,27.1,91.1,0.0,D
136.0,1425.0,314.2,701.1,73.4,307.2,29.1,C
45.0,936.3,158.8,703.5,24.3,49.7,0.0,D
63.1,1154.3,162.6,877.1,34.0,80.6,0.0,D
78.0,1631.4,423.6,1168.6,30.1,9.1,0.0,D
63.9,2905.8,448.3,2341.9,31.3,84.3,0.0,G
42.0,416.4,172.7,152.1,22.7,68.8,0.0,C
74.0,937.5,206.0,563.2,39.9,128.4,0.0,C
75.2,1427.0,382.0,970.0,29.0,1427.0,0.0,E
62.3,1240.4,372.8,814.1,26.0,27.6,0.0,E
75.4,1080.0,137.0,669.0,41.0,220.0,13.0,C
82.1,1119.6,119.7,926.8,44.3,28.9,0.0,D
38.7,413.8,0.0,317.4,20.9,75.4,0.0,C
54.4,810.2,190.6,437.3,29.3,153.0,0.0,C
25.9,264.2,72.3,89.9,14.0,88.0,0.0,C
63.0,871.7,401.8,419.8,25.3,24.7,0.0,D
14.9,532.4,265.0,228.7,8.0,30.6,0.0,G
65.0,875.0,204.0,485.0,35.0,151.0,0.0,C
78.2,907.4,217.9,503.4,42.2,144.0,0.0,C
30.6,797.4,158.1,566.5,19.8,53.0,0.0,D
104.0,1359.8,153.1,1108.3,56.1,42.3,0.0,D
76.1,1149.6,260.5,722.0,41.0,126.0,0.0,D
77.7,1506.7,447.9,1020.6,29.3,8.9,0.0,D
91.0,2594.4,587.1,1912.9,42.8,51.6,0.0,E
53.4,759.7,185.0,440.8,28.8,105.1,0.0,C
,105815.0,14275.9,82476.0,3245.4,5578.2,239.5,D
65.0,923.0,197.0,539.0,35.0,152.0,0.0,C
79.0,1228.0,814.0,305.0,43.0,1228.0,0.0,D
37.9,2005.7,300.3,1636.3,11.7,57.4,0.0,G
43.0,863.0,349.7,426.7,18.9,67.7,0.0,D
89.0,858.0,54.0,526.0,48.0,858.0,0.0,C
30.0,546.7,289.7,214.5,16.2,26.3,0.0,E
51.1,687.9,214.6,353.9,27.6,91.9,0.0,C
70.0,924.0,202.4,560.1,37.8,123.7,0.0,C
39.2,1178.1,439.0,676.9,25.3,36.9,0.0,E
47.0,545.5,340.2,135.6,25.4,44.3,0.0,C
68.0,831.9,206.0,426.8,36.7,162.3,0.0,C
